time_s,q1,q2,q3,q4,q5,q6,dq1,dq2,dq3,dq4,dq5,dq6,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
1.896426061632755733e+00,-3.805063769847947808e-01,-1.545445395334852506e-02,-4.202037373684233690e-01,1.121058662879088646e-09,-1.166047044640195374e+00,3.805063763533492183e-01,-6.853320165599763721e-15,9.330550796626939716e-03,-7.275928061463098062e-02,3.933414524003157056e-11,8.208983141129012895e-02,-1.000474912265602320e-10,5.245221265990209991e-15,2.528537741097987637e-03,4.510102441484559882e-02,-1.008946126055438843e-11,-4.257248667483828908e-02,4.488652412307736288e-11
1.898006416684116626e+00,-3.805063769847947808e-01,-1.543970523077596579e-02,-4.203186664796659811e-01,1.121120812145566138e-09,-1.165917366806380251e+00,3.805063763531911780e-01,-6.846700548701560692e-15,9.334512515282566286e-03,-7.268788159890179901e-02,3.931810668756957130e-11,8.202239411421484439e-02,-9.997635113076898988e-11,3.133929898756277207e-15,2.485159953352596325e-03,4.525711903378959455e-02,-1.020794713309801529e-11,-4.277195908155637799e-02,4.514396419692978287e-11
1.899586771735477075e+00,-3.805063769847947808e-01,-1.542495030147318993e-02,-4.204334825603198156e-01,1.121182935917465096e-09,-1.165787795796423332e+00,3.805063763530332488e-01,-6.843409106106120121e-15,9.338405637300935258e-03,-7.261623614752889255e-02,3.930188086478925369e-11,8.195464178485849238e-02,-9.990480435255103940e-11,1.033298651831586612e-15,2.441726170430706840e-03,4.541289806270566720e-02,-1.032645884277327776e-11,-4.297117189342284510e-02,4.540119601688239296e-11
1.901167126786837969e+00,-3.805063769847947808e-01,-1.541018927391687478e-02,-4.205481852213235894e-01,1.121245033898799203e-09,-1.165658332107863293e+00,3.805063763528754306e-01,-6.843428944906117906e-15,9.342230074700957204e-03,-7.254434475983444208e-02,3.928546773179087587e-11,8.188657483456225628e-02,-9.983285122260088517e-11,-1.056614185310964691e-15,2.398237039415288853e-03,4.556836077028793980e-02,-1.044499520942580677e-11,-4.317012373204889147e-02,4.565821758368044942e-11
1.902747481838198418e+00,-3.805063769847947808e-01,-1.539542225672199151e-02,-4.206627740744055544e-01,1.121307105793522587e-09,-1.165528976237586223e+00,3.805063763527176679e-01,-6.846743080516494785e-15,9.345985740525062507e-03,-7.247220793629594038e-02,3.926886725054241167e-11,8.181819367684597943e-02,-9.976049207477492967e-11,-3.135750880750666196e-15,2.354693208567002795e-03,4.572350642608831450e-02,-1.056355504955698081e-11,-4.336881321872572415e-02,4.591502689519268793e-11
1.904327836889559089e+00,-3.805063769847948363e-01,-1.538064935864003925e-02,-4.207772487320865507e-01,1.121369151305529197e-09,-1.165399728681823621e+00,3.805063763525600717e-01,-6.853334437556996055e-15,9.349672548841118230e-03,-7.239982617854420766e-02,3.925207938488477857e-11,8.174949872740837342e-02,-9.968772724609564793e-11,-5.204054261855642091e-15,2.311095327313549518e-03,4.587833430050673733e-02,-1.068213717633415907e-11,-4.356723897442559695e-02,4.617162194641818661e-11
1.905908191940919538e+00,-3.805063769847948363e-01,-1.536587068855757750e-02,-4.208916088076805617e-01,1.121431170138657768e-09,-1.165270589936147072e+00,3.805063763524025866e-01,-6.863185850737306637e-15,9.353290414744199269e-03,-7.232719998936260053e-02,3.923510410053709169e-11,8.168049040412785067e-02,-9.961455707675647311e-11,-7.261467716949300990e-15,2.267444046239490071e-03,4.603284366478054002e-02,-1.080074039960002759e-11,-4.376539961980127624e-02,4.642800072949136141e-11
1.907488546992280432e+00,-3.805063769847948363e-01,-1.535108635549450352e-02,-4.210058539152971013e-01,1.121493161996694715e-09,-1.165141560495467354e+00,3.805063763522452680e-01,-6.876280065744973983e-15,9.356839254358498281e-03,-7.225432987268576301e-02,3.921794136510220194e-11,8.161116912706331550e-02,-9.954098191012673371e-11,-9.307935196986500476e-15,2.223740017075723739e-03,4.618703379097509332e-02,-1.091936352588292448e-11,-4.396329377518724824e-02,4.668416123368898422e-11
1.909068902043640881e+00,-3.805063769847948363e-01,-1.533629646860246339e-02,-4.211199836698431564e-01,1.121555126583375790e-09,-1.165012640854029335e+00,3.805063763520879494e-01,-6.892599740135749619e-15,9.360318984838999698e-03,-7.218121633359766975e-02,3.920059114807134897e-11,8.154153531845366454e-02,-9.946700209275488471e-11,-1.134340121718529564e-14,2.179983892689005970e-03,4.634090395197280887e-02,-1.103800535840665300e-11,-4.416092006059914310e-02,4.694010144543546260e-11
1.910649257095001774e+00,-3.805063769847948363e-01,-1.532150113716319699e-02,-4.212339976870248526e-01,1.121617063602391455e-09,-1.164883831505408196e+00,3.805063763519307973e-01,-6.912127444226734315e-15,9.363729524373406998e-03,-7.210785987833107091e-02,3.918305342082997725e-11,8.147158940271938266e-02,-9.939261797437438839e-11,-1.336781085864368031e-14,2.136176327071426413e-03,4.649445342146499988e-02,-1.115666469710139811e-11,-4.435827709573620520e-02,4.719581934831147997e-11
1.912229612146362223e+00,-3.805063769847948363e-01,-1.530670047058695429e-02,-4.213478955833488970e-01,1.121678972757386885e-09,-1.164755132942507876e+00,3.805063763517738118e-01,-6.934845661991745458e-15,9.367070792183780290e-03,-7.203426101426564643e-02,3.916532815666242772e-11,8.140133180646218214e-02,-9.931782990790712635e-11,-1.538110976991666515e-14,2.092317975330184460e-03,4.664768147393923148e-02,-1.127534033861273977e-11,-4.455536349997879508e-02,4.745131292305703934e-11
1.913809967197722894e+00,-3.805063769847948918e-01,-1.529189457841077099e-02,-4.214616769761251880e-01,1.121740853751967965e-09,-1.164626545657555523e+00,3.805063763516169373e-01,-6.960736791959587451e-15,9.370342708528421952e-03,-7.196042024992725661e-02,3.914741533075756656e-11,8.133076295846626558e-02,-9.924263824946886673e-11,-1.738324416859053480e-14,2.048409493676938038e-03,4.680058738467125778e-02,-1.139403107631288294e-11,-4.475217789239101934e-02,4.770658014758051060e-11
1.915390322249083344e+00,-3.805063769847948918e-01,-1.527708357029692980e-02,-4.215753414834680357e-01,1.121802706289701286e-09,-1.164498070142098829e+00,3.805063763514601738e-01,-6.989783148114278474e-15,9.373545194703510747e-03,-7.188633809498638783e-02,3.912931492021363835e-11,8.125988328969824259e-02,-9.916704335837289604e-11,-1.937416084280219081e-14,2.004451539417370989e-03,4.695317042971455801e-02,-1.151273570031091168e-11,-4.494871889172062651e-02,4.796161899696462115e-11
1.916970677300444237e+00,-3.805063769847948918e-01,-1.526226755603125700e-02,-4.216888887242977724e-01,1.121864530074120974e-09,-1.164369706887003142e+00,3.805063763513035213e-01,-7.021966960798091117e-15,9.376678173044867767e-03,-7.181201506025711168e-02,3.911102690404357815e-11,8.118869323330803189e-02,-9.909104559713509853e-11,-2.135380715275832424e-14,1.960444770940790796e-03,4.710542988588969915e-02,-1.163145299746298354e-11,-4.514498511639891687e-02,4.821642744347237539e-11
1.918551032351804686e+00,-3.805063769847948918e-01,-1.524744664552149867e-02,-4.218023183183434166e-01,1.121926324808727035e-09,-1.164241456382447915e+00,3.805063763511469244e-01,-7.057270377616696119e-15,9.379741566929623506e-03,-7.173745165769540577e-02,3.909255126317992286e-11,8.111719322462879189e-02,-9.901464533147762684e-11,-2.332213103221400281e-14,1.916389847709525085e-03,4.725736503077474643e-02,-1.175018175138320403e-11,-4.534097518454163755e-02,4.847100345655451872e-11
1.920131387403165579e+00,-3.805063769847949473e-01,-1.523262094879563461e-02,-4.219156298861438947e-01,1.121988090196992588e-09,-1.164113319117921597e+00,3.805063763509905495e-01,-7.095675464346912497e-15,9.382735300777999415e-03,-7.166264840039880679e-02,3.907388798048030427e-11,8.104538370117821133e-02,-9.893784293033438204e-11,-2.527908098993617522e-14,1.872287430248527167e-03,4.740897514269545865e-02,-1.186892074245422167e-11,-4.553668771394955850e-02,4.872534500285625841e-11
1.921711742454526028e+00,-3.805063769847949473e-01,-1.521779057600031182e-02,-4.220288230490493731e-01,1.122049825942364493e-09,-1.163985295582220747e+00,3.805063763508342300e-01,-7.137164205846247606e-15,9.385659300054846610e-03,-7.158760580260445372e-02,3.905503704073216004e-11,8.097326510265830113e-02,-9.886063876585456796e-11,-2.722460611112134561e-14,1.828138180134844526e-03,4.756025950071491454e-02,-1.198766874783797812e-11,-4.573212132210871528e-02,4.897945004622408136e-11
1.923292097505886700e+00,-3.805063769847949473e-01,-1.520295563739910635e-02,-4.221418974292242554e-01,1.122111531748267480e-09,-1.163857386263444482e+00,3.805063763506780772e-01,-7.181718506965311012e-15,9.388513491271425690e-03,-7.151232437968853273e-02,3.903599843065816214e-11,8.090083787095656009e-02,-9.878303321340782227e-11,-2.915865605881533711e-14,1.783942759987182727e-03,4.771121738462340972e-02,-1.210642454148636454e-11,-4.592727462619074219e-02,4.923331654771240386e-11
1.924872452557247149e+00,-3.805063769847949473e-01,-1.518811624337093082e-02,-4.222548526496479049e-01,1.122173207318106015e-09,-1.163729591648992701e+00,3.805063763505220353e-01,-7.229320193461845542e-15,9.391297801986924626e-03,-7.143680464816451470e-02,3.901677213892083738e-11,8.082810245014553086e-02,-9.870502665158762860e-11,-3.108118107528188023e-14,1.739701833455220385e-03,4.786184807492899901e-02,-1.222518689415262123e-11,-4.612214624305394084e-02,4.948694246559152027e-11
1.926452807608608042e+00,-3.805063769847950028e-01,-1.517327250440833088e-02,-4.223676883341170862e-01,1.122234852355269673e-09,-1.163601912225560975e+00,3.805063763503661045e-01,-7.279951012917367875e-15,9.394012160810196951e-03,-7.136104712568261399e-02,3.899735815612816382e-11,8.075505928648438192e-02,-9.862661946221693878e-11,-3.299213198336182657e-14,1.695416065209317917e-03,4.801215085284692846e-02,-1.234395457340185347e-11,-4.631673478924325238e-02,4.974032575535389736e-11
1.928033162659968491e+00,-3.805063769847950028e-01,-1.515842453111585462e-02,-4.224804041072474092e-01,1.122296466563132935e-09,-1.163474348479138332e+00,3.805063763502102292e-01,-7.333592635655580916e-15,9.396656497401253624e-03,-7.128505233102813698e-02,3.897775647483802335e-11,8.068170882841840807e-02,-9.854781203035128773e-11,-3.489146018779563306e-14,1.651086120929881086e-03,4.816212500028931726e-02,-1.246272634362216289e-11,-4.651103888099037548e-02,4.999346436972108905e-11
